,Vitamin A,Vitamin C,Calcium,Iron,Vitamin D,Vitamin E,Vitamin K,Thiamin,Riboflavin,Niacin,Vitamin B-6,Folate,Vitamin B-12,Pantothenic acid,Phosphorus,Zinc,Selenium,Copper,Manganese,Potassium,Choline,Protein,Fat,Saturated fat,Cholesterol,Total carbohydrates,Sodium,Dietary Fiber,Added Sugars
kwanzaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
labor day,127.76190476190476,2.8285714285714283,34.09090909090909,1.9060606060606058,0.0,1.0,0.0,0.0,0.13233333333333333,2.5966666666666662,0.0,0.0,0.0,0.417,167.0,1.31,0.0,0.271,1.0,274.875,0.0,4.507599999999999,2.884512195121951,0.0,18.457142857142856,0.0,1009.06,0.0,0.0
lamb,1520.313432835821,3.468,15.02,2.9106,0.372727272727273,0.1938235294117647,6.418750000000001,0.14314000000000004,0.4368599999999999,5.1056799999999996,0.16132000000000002,21.29824561403509,5.07328947368421,1.498130434782609,177.88,2.9410000000000003,22.468000000000004,0.50398,0.05052173913043478,256.9,72.55172413793103,17.265600000000003,3.6438763440860233,0.0,181.83673469387756,0.0,211.68,0.0,0.0
lamb chop,39.98571428571429,0.8595744680851064,21.04,1.6599999999999997,0.7466666666666668,0.21000000000000002,6.306451612903226,0.09154000000000004,0.20198000000000005,4.903079999999999,0.15183999999999997,17.25287356321839,1.2760759493670888,0.46673076923076934,168.26,3.6074000000000006,14.238000000000005,0.11829999999999999,0.011208333333333336,277.66,76.89642857142859,20.798399999999997,2.9608921568627453,0.0,73.94,0.0,204.18,0.0,0.0
lamb shank,5.623376623376624,0.648780487804878,9.66,1.6691999999999996,1.4058823529411764,0.199,2.822222222222222,0.09935999999999996,0.25234,5.184999999999999,0.19298,14.5,1.6759375,0.5876279069767439,174.56,3.8777999999999997,12.580000000000005,0.12194,0.016500000000000008,265.24,69.87857142857143,21.608399999999993,2.220917098445595,0.0,74.06,0.0,99.54,0.0,0.0
lancaster,101.54054054054055,0.07567567567567567,44.16,0.5934000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.38461538461536,0.0,11.3848,3.7417,0.0,40.02,0.0,630.16,0.0,0.0
las vegas,509.2121212121212,11.717142857142859,135.7659574468085,2.687555555555555,30.435294117647057,0.6045454545454546,17.916666666666668,0.4855384615384616,0.31392307692307697,4.100615384615384,0.36033333333333334,44.970588235294116,0.45458333333333334,12.8,166.71428571428572,1.3553846153846156,16.446153846153848,0.17376923076923076,0.7084999999999999,265.12,46.554545454545455,11.317599999999995,3.05762162162162,0.0,23.463414634146343,0.0,591.1836734693877,0.0,0.0
lasagna,169.17741935483872,3.940425531914894,94.32,1.2693999999999999,0.1431818181818182,0.3455172413793102,4.931914893617021,0.2609736842105263,0.19836842105263156,2.609026315789474,0.10859374999999999,40.52577319587629,0.20852459016393438,0.36152941176470593,134.1764705882353,1.1082352941176463,22.70882352941176,0.11614705882352942,0.4995555555555556,183.17948717948718,16.684615384615384,8.662199999999999,1.0293841807909594,0.0,17.46938775510204,0.0,315.38,0.0,0.0
leafy green,70.23529411764706,5.1579999999999995,27.3,0.7901999999999998,0.1,0.3118367346938775,14.204081632653061,0.11879999999999999,0.08178,1.6648600000000002,0.14952000000000001,22.08,0.1431313131313131,0.06,77.2,0.9471999999999998,8.347999999999999,0.07994,0.509,185.44,29.036734693877545,6.704000000000002,1.5948476821192052,0.0,19.56,0.0,300.16,0.0,0.0
leek,465.6875,11.85,94.58695652173913,1.5404347826086957,0.02142857142857143,0.434,32.900000000000006,0.15371428571428572,0.08971428571428573,0.7644285714285716,0.3111428571428571,86.14285714285714,0.02727272727272727,0.26275,79.0,0.20285714285714287,1.7,0.17171428571428574,0.9012499999999999,349.25925925925924,10.95,6.319375000000002,1.1867864077669903,0.0,15.021739130434783,0.0,651.8333333333334,0.0,0.0
legume,14.694915254237289,1.1096774193548387,94.02,3.6454000000000018,0.0,0.6583333333333334,1.8277777777777777,0.42109375000000004,0.11743750000000003,1.55678125,0.13946666666666668,150.2,0.06249999999999999,0.3677407407407407,290.4468085106383,2.2823404255319155,3.926666666666667,0.5611489361702128,1.0385454545454544,842.734693877551,41.21333333333333,15.525599999999997,0.6183779527559057,0.0,1.6363636363636365,0.0,283.1515151515151,0.0,0.0
lemon,39.554054054054056,9.729787234042554,26.5,0.9416,0.7725490196078431,0.3847142857142857,3.0249999999999995,0.06676086956521737,0.11204347826086956,0.8318043478260873,0.04759999999999999,19.81203007518797,0.053815789473684206,0.37403846153846165,66.87234042553192,0.3093617021276596,3.8390243902439014,0.04072340425531914,2.4311333333333325,210.60416666666666,21.250000000000007,2.434,2.009652941176469,0.0,31.822222222222223,0.0,184.86,0.0,0.0
lemon juice,82.90322580645162,19.781632653061223,26.659574468085108,0.7306382978723404,0.6326530612244899,0.3489743589743589,3.7086956521739127,0.05779545454545453,0.0771590909090909,0.7228666666666665,0.07193333333333334,18.70769230769231,0.07814814814814816,0.6277857142857143,36.75,0.26090909090909087,2.8150000000000004,0.03995454545454545,0.48650000000000004,127.30434782608695,13.63421052631579,1.7473999999999998,1.3349493670886077,0.0,23.229166666666668,0.0,79.9,0.0,0.0
lemongrass,754.3,8.5,17.857142857142858,0.9085714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.55555555555554,0.0,2.912857142857143,1.4874137931034483,0.0,5.103448275862069,0.0,747.7142857142857,0.0,0.0
lentil,61.44444444444444,2.5789473684210527,23.46938775510204,4.046938775510205,0.0,0.45238095238095244,7.142857142857144,0.2052692307692308,0.0751923076923077,1.1869999999999998,0.16961538461538467,121.15384615384616,0.005957446808510639,0.7029999999999998,136.15384615384616,1.2173076923076924,3.588461538461538,0.2699615384615385,0.7159999999999999,437.8,27.01904761904762,12.777500000000002,1.0630375939849623,0.0,0.22448979591836735,0.0,165.6530612244898,0.0,0.0
lettuce,479.25714285714287,3.2458333333333336,117.14,1.4824000000000006,0.4957446808510638,0.2254545454545454,34.64423076923077,0.18901999999999997,0.16554000000000002,2.9411600000000004,0.14816000000000001,49.371212121212125,0.18172413793103445,0.3595882352941176,116.32,0.9253999999999998,13.216000000000001,0.06728,0.25847619047619047,223.38,23.965853658536584,8.2602,1.3831065989847724,0.0,17.3265306122449,0.0,356.2857142857143,0.0,0.0
lima bean,223.4,5.853191489361701,26.5,1.9019999999999997,0.001282051282051282,0.274225352112676,7.379999999999999,0.12648936170212766,0.07295744680851064,0.8949999999999999,0.13114893617021275,61.177304964539005,0.00402439024390244,0.3533461538461537,108.38297872340425,0.7861702127659576,2.825531914893616,0.19327659574468084,0.7348461538461539,377.96,31.265714285714292,6.055399999999999,0.5795714285714288,0.0,0.94,0.0,179.64,0.0,0.0
lime,13.121212121212121,74.46774193548387,28.594594594594593,0.34756756756756757,0.04242424242424242,0.2917647058823529,1.0666666666666667,0.03135294117647059,0.05241176470588236,0.38794117647058823,0.06447058823529413,7.96078431372549,0.08676470588235295,0.05842857142857143,57.64705882352941,0.40176470588235297,2.5235294117647062,0.04870588235294118,0.008,87.0,13.352941176470589,1.7349999999999997,1.7110679611650486,0.0,15.552631578947368,0.0,768.34,0.0,0.0
lime juice,390.4923076923077,51.00200000000002,21.46,0.31240000000000007,0.019672131147540982,0.24989247311827945,4.224489795918369,0.02819148936170213,0.03256521739130435,0.392404255319149,0.06952083333333332,11.021739130434783,0.039361702127659576,0.48966666666666664,17.319148936170212,0.12723404255319148,0.6413043478260875,0.04182978723404256,0.07318181818181818,136.0408163265306,7.6800000000000015,0.6200000000000001,0.11711320754716999,0.0,4.66,0.0,17.4,0.0,0.0
lingonberry,66.66666666666667,1.625,30.0,2.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.3333333333334,0.0,1.6212499999999999,2.745294117647059,0.0,1.8888888888888888,0.0,96769.5,0.0,0.0
liqueur,123.21951219512195,6.533333333333333,48.925,1.2619047619047623,2.6666666666666665,0.09,0.52,0.005666666666666667,0.024999999999999998,0.09849999999999999,0.0036666666666666666,0.6666666666666666,0.013333333333333334,0.028999999999999998,28.555555555555557,0.07500000000000001,0.38333333333333336,0.04666666666666667,0.012333333333333333,40.1,3.56,5.3074,4.414054347826086,0.0,326.2142857142857,0.0,159.8,0.0,0.0
lobster,112.79411764705883,1.3066666666666664,76.18367346938776,0.5887755102040815,2.4710526315789476,0.6064285714285715,5.155999999999999,0.051869565217391306,0.053608695652173924,1.8816521739130436,0.10908695652173911,13.710144927536232,0.8106818181818181,0.9685,158.7826086956522,3.0830434782608696,51.456521739130444,0.9332173913043479,0.0385,162.29268292682926,65.63333333333333,11.507000000000003,2.072038759689922,0.0,88.08,0.0,1554.38,0.0,0.0
london,19.203125,0.2325,23.227272727272727,2.4202127659574475,1.6199999999999999,0.11411764705882353,0.8899999999999999,0.09304000000000003,0.21731999999999996,5.304000000000001,0.47423999999999994,13.573333333333334,1.371,0.5361249999999999,221.32,4.397307692307693,32.464,0.11907999999999999,0.016916666666666674,297.48275862068965,109.27600000000001,20.3558,1.3841633986928106,0.0,52.340425531914896,0.0,225.76,0.0,0.0
long beach,197.37254901960785,7.215384615384615,63.72093023255814,1.82953488372093,0.4787234042553192,0.5051020408163267,27.467741935483875,0.25130769230769234,0.13996153846153844,3.239857142857143,0.3608148148148149,75.34666666666666,0.4384313725490196,0.7532222222222223,137.0,1.0108,11.751999999999999,0.1784399999999999,0.8204999999999999,148.61290322580646,22.81739130434783,6.5122,1.4287666666666665,0.0,9.511627906976743,0.0,189.74,0.0,0.0
los angeles,51.568627450980394,4.53,21.88,0.829,0.12857142857142853,0.18552083333333336,8.416666666666666,0.09708333333333331,0.11918749999999996,1.760979166666667,0.11920833333333337,22.23611111111111,0.11041666666666668,0.27,77.5,0.6268750000000001,9.51875,0.06966666666666667,0.24,122.625,18.637500000000006,5.848800000000001,1.2030268456375839,0.0,16.22,0.0,337.88,0.0,0.0
louisiana,461.55,18.678947368421053,113.91304347826087,2.7143478260869562,14.65,2.25,25.1,0.043,0.093,0.8,0.0,20.666666666666668,0.0,0.0,138.0,0.42,5.9,0.159,0.0,401.0,17.4,4.340399999999999,1.4352542372881356,0.0,38374.44,0.0,2211.02,0.0,0.0
louisville,257.75,20.15,43.0,1.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,5.584,0.179,0.0,0.0,0.0,716.6,0.0,0.0
low cal,121.75,1.378,173.84,1.1423999999999996,3.377659574468087,0.41469387755102055,7.6269230769230765,0.12513999999999997,0.19862000000000002,1.6630599999999995,0.14302,23.653333333333332,0.2952525252525252,0.6027142857142858,204.36,1.3982000000000006,10.168,0.1519,0.8170624999999999,204.6,22.8734693877551,10.7124,3.593956249999997,0.0,21.08,0.0,229.3,0.0,0.0
low carb,113.68354430379746,0.9122448979591833,182.2,1.257,3.354347826086958,0.2707608695652174,3.1653061224489796,0.12634042553191485,0.2147872340425532,1.8325531914893618,0.16423404255319143,24.092198581560282,0.3546236559139784,0.6461538461538462,212.7872340425532,1.4361702127659577,10.695744680851062,0.1564468085106383,0.8166875,209.0,23.27608695652174,11.098400000000002,3.049099378881985,0.0,20.98,0.0,264.82,0.0,0.0
low cholesterol,117.42682926829268,0.8259999999999996,182.58,1.1502,3.1718750000000013,0.5423469387755101,5.461538461538462,0.11625999999999997,0.19998000000000002,1.5091199999999998,0.13455999999999999,23.80666666666667,0.2865656565656565,0.6,212.78,1.3858000000000001,10.136000000000001,0.14754,0.8707999999999999,199.28,20.93877551020408,10.8974,4.229769230769228,0.0,20.4,0.0,277.28,0.0,0.0
low fat,92.49350649350649,2.5940000000000007,190.06,1.5822,2.3420454545454534,0.21391304347826082,2.389583333333333,0.22454000000000002,0.23970000000000002,1.37248,0.13833999999999994,29.04054054054054,0.2883333333333334,0.7623846153846152,261.0,1.788,10.141666666666667,0.18874,1.0478333333333332,306.06,29.289130434782617,12.352799999999997,1.5827763157894752,0.0,13.44,0.0,303.58,0.0,0.0
low sodium,200.63333333333333,3.844,194.38,1.4346,3.231578947368421,0.3947916666666666,6.719298245614035,0.15179591836734693,0.16283673469387755,1.8201632653061222,0.1195510204081632,25.061643835616437,0.1311224489795918,0.32,294.52,1.1376,8.87916666666667,0.12250000000000001,0.3027083333333333,391.12,21.870212765957447,8.866200000000003,2.268104938271603,0.0,17.367346938775512,0.0,301.64,0.0,0.0
low sugar,128.6891891891892,1.1312499999999999,151.16,1.1129999999999998,3.1329268292682926,0.3396739130434782,2.920408163265307,0.11849999999999998,0.16854166666666667,1.3976875000000002,0.12572916666666664,19.22222222222222,0.21765957446808512,0.5231538461538461,166.34,1.3308000000000002,7.651063829787233,0.16496000000000002,1.0075882352941175,200.26,20.454347826086956,8.744600000000002,3.153813333333332,0.0,18.0,0.0,164.86,0.0,0.0
lunar new year,2074.246913580247,1.84375,15.58,1.8392,1.949180327868851,0.44416666666666665,93.16,0.1689183673469388,0.37893877551020405,3.0422040816326534,0.14634042553191495,9.8,4.9830000000000005,0.8979999999999999,184.51020408163265,1.9853061224489796,10.86458333333333,0.8237142857142861,0.07586666666666665,235.3877551020408,8.237499999999999,13.200800000000001,2.614061538461539,0.0,213.0612244897959,0.0,134.8,0.0,0.0
lunch,142.4561403508772,4.761224489795918,130.84,2.0676,0.6891891891891893,0.4178571428571428,5.7821428571428575,0.21930303030303028,0.2339090909090909,3.837818181818182,0.1850606060606061,39.29761904761905,0.551967213114754,0.436,239.27272727272728,1.5442424242424242,20.110714285714288,0.09807142857142857,0.4935714285714285,303.9428571428571,28.70357142857143,12.119599999999998,2.1785399999999995,0.0,22.53061224489796,0.0,487.34,0.0,0.0
lychee,41.294117647058826,17.04054054054054,18.53846153846154,0.3897619047619048,0.0,0.075,0.7999999999999999,0.25799999999999995,0.2333333333333333,1.4353333333333333,0.28075,13.333333333333334,0.35714285714285715,0.0,55.6,0.14,0.8333333333333334,0.309,0.14450000000000002,119.44444444444444,8.966666666666667,0.956,0.7795411764705882,0.0,4.1,0.0,35.06,0.0,0.0
macadamia nut,46.32051282051282,2.3119999999999994,87.2,2.9242000000000004,0.007246376811594203,2.801944444444444,10.206666666666665,0.3963673469387755,0.23351020408163264,2.643755102040816,0.38087755102040816,55.02040816326531,0.00891566265060241,0.6611071428571428,328.3265306122449,2.633877551020409,62.94390243902436,0.9262244897959182,2.7074642857142863,561.9,46.117142857142845,13.284600000000001,13.126308176100627,0.0,1.54,0.0,134.94,0.0,0.0
macaroni and cheese,72.703125,0.8738095238095239,90.24,0.8942,0.2979166666666666,0.24671052631578952,3.9186046511627906,0.19062790697674417,0.1899069767441861,1.5248372093023252,0.08844186046511626,41.214285714285715,0.16999999999999993,0.4461538461538461,135.13953488372093,0.8151162790697676,18.29047619047619,0.08916279069767441,0.25121428571428567,115.0,16.00857142857143,6.638399999999999,1.7073005780346815,0.0,17.82,0.0,326.8,0.0,0.0
maine,323.2413793103448,3.055172413793103,66.63636363636364,1.7361363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.8235294117647,0.0,7.255800000000001,2.7006315789473683,0.0,33.45238095238095,0.0,306.68,0.0,0.0
mandoline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mango,438.375,21.83157894736842,23.21276595744681,0.22382978723404254,0.0,0.6047222222222222,3.3899999999999997,0.03147058823529412,0.031235294117647066,0.6355555555555554,0.10926315789473684,25.0188679245283,0.006857142857142857,0.11499999999999999,16.294117647058822,0.10058823529411766,0.6705882352941178,0.08399999999999998,2.545,134.21052631578948,7.905882352941175,0.7400000000000001,0.06719827586206897,0.0,0.10869565217391304,0.0,182.94,0.0,0.0
maple syrup,1.5555555555555556,1.3735294117647059,62.68888888888889,0.8809999999999999,0.0,0.037954545454545456,0.5363636363636364,0.03988,0.2287037037037037,0.5043199999999999,0.05683333333333332,3.1944444444444446,0.0,0.13724999999999998,30.416666666666668,0.6329629629629628,1.6999999999999995,0.08891666666666669,1.7560833333333337,149.26666666666668,2.0904761904761906,0.6393999999999999,0.3189418604651163,0.0,1.7777777777777777,0.0,65.32,0.0,0.0
mardi gras,880.5151515151515,0.440625,148.57142857142858,1.4571428571428573,0.0,0.0,0.0,0.088,0.299,2.51,0.06,60.0,9.4,1.2,200.0,0.92,44.0,0.4,0.12,132.75,0.0,6.2019512195121935,5.200389610389612,0.0,51.94871794871795,0.0,400.3658536585366,0.0,0.0
margarita,0.0,8.3375,3.4814814814814814,0.228,0.0,0.0,0.0,0.011666666666666665,0.008666666666666668,0.002,0.0,0.0,0.0,0.0,5.333333333333333,0.06333333333333334,0.3333333333333333,0.0033333333333333335,0.0,5742.117647058823,0.7666666666666666,0.22979999999999998,0.16714814814814816,0.0,4.185185185185185,0.0,1644.02,0.0,0.0
marinade,176.25,2.918918918918919,6.883720930232558,0.7744186046511627,0.05454545454545454,0.44633333333333325,12.568750000000001,0.07139999999999999,0.16566666666666666,5.786599999999998,0.4612,5.133333333333334,0.11833333333333335,0.0,167.0,1.2620000000000002,21.4,0.05633333333333333,0.0,187.27272727272728,57.559999999999995,6.565102040816327,2.0328773584905666,0.0,31.837209302325583,0.0,1435.68,0.0,0.0
marinate,331.82142857142856,10.496296296296297,39.53658536585366,1.0736585365853657,0.7619047619047619,0.43555555555555553,3.7000000000000006,0.13733333333333334,0.12222222222222223,4.093,0.2953333333333334,19.185185185185187,0.7088888888888888,0.0,200.88888888888889,0.5777777777777777,39.31111111111111,0.06522222222222222,0.0,330.0,70.51111111111112,6.559183673469387,1.282872549019608,0.0,17.545454545454547,0.0,511.98,0.0,0.0
marsala,574.2592592592592,1.4222222222222223,13.432432432432432,0.5510810810810811,0.009090909090909092,0.17333333333333334,7.833333333333333,0.05366666666666666,0.14100000000000001,3.977666666666666,0.12366666666666666,9.0,0.15666666666666668,0.0,114.33333333333333,1.0266666666666666,9.333333333333334,0.073,0.0,151.5,39.766666666666666,5.2504,0.952116279069767,0.0,21.94736842105263,0.0,568.64,0.0,0.0
marscarpone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marshmallow,320.73809523809524,7.945454545454545,49.708333333333336,5.943958333333334,15.548979591836734,0.15363636363636365,5.007142857142859,0.568264705882353,0.626,6.988617647058821,0.7428235294117647,150.64444444444445,1.6455737704918032,0.19066666666666668,94.37931034482759,2.533448275862069,6.410714285714286,0.2001785714285714,0.38050000000000006,170.34782608695653,10.279999999999998,3.1263999999999985,2.0839375,0.0,2.127659574468085,0.0,229.82,0.0,0.0
martini,22.8,18.666666666666668,19.48148148148148,0.22153846153846152,0.0,0.015,0.1,0.0075,0.006,0.033,0.0065,1.0,0.0,0.0,5.5,0.045,0.05,0.022,0.0,29.4,0.9,0.3836734693877551,0.7014354838709678,0.0,0.9230769230769231,0.0,2037.5510204081634,0.0,0.0
maryland,671.8571428571429,3.4,57.48,1.1530769230769229,0.0,0.3,2.0,0.178,0.047,1.0,0.083,15.0,0.29,0.0,63.0,0.79,7.9,0.18,0.0,129.23076923076923,20.6,10.028076923076924,1.0344799999999998,0.0,46.69230769230769,0.0,573.9230769230769,0.0,0.0
massachusetts,22000.0,28.8,400.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,2.0,0.0,0.0,0.0,248.0,0.0,0.0
mayonnaise,31.761904761904763,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.026600000000000002,13.484924242424247,0.0,65.64,0.0,558.56,0.0,0.0
meat,27.112903225806452,1.0760000000000003,54.5,1.4818,2.3292682926829262,0.3036363636363637,4.579411764705883,0.14159459459459459,0.18389189189189192,4.029486486486487,0.2548108108108108,28.27027027027027,0.49164179104477607,0.8386666666666667,165.32432432432432,1.8545945945945943,15.454054054054053,0.0918108108108108,0.047272727272727286,247.67567567567568,44.02999999999999,15.337000000000003,2.9273673469387758,0.0,52.38,0.0,372.94,0.0,0.0
meatball,66.75925925925925,1.4431818181818181,61.76,1.5922000000000003,0.6921052631578948,0.2733333333333332,3.297222222222221,0.21274193548387096,0.185258064516129,3.029354838709677,0.18890322580645164,30.345238095238095,0.5086206896551724,0.5318888888888889,150.90322580645162,1.9974193548387098,13.329032258064519,0.13377419354838704,0.30762500000000004,238.02702702702703,48.97037037037036,12.130000000000003,2.0142341772151906,0.0,38.98,0.0,484.0,0.0,0.0
meatloaf,332.6875,22.905882352941177,59.38636363636363,2.2186666666666666,3.6153846153846154,0.515,6.3999999999999995,0.36533333333333334,0.27466666666666667,4.426666666666667,0.484,35.111111111111114,0.9900000000000001,0.0,165.33333333333334,1.5333333333333332,4.2,0.2846666666666666,0.0,231.26666666666668,40.03333333333333,9.182000000000002,1.4397979797979794,0.0,26.636363636363637,0.0,2648.285714285714,0.0,0.0
melon,451.05555555555554,24.790625,11.857142857142858,0.27111111111111114,0.0,0.22678571428571428,10.736842105263158,0.047833333333333346,0.03922222222222223,0.6145789473684212,0.11878947368421053,18.235294117647058,0.015517241379310345,0.19636363636363638,19.166666666666668,0.32611111111111113,0.6062500000000001,0.052111111111111115,0.0434,141.68,7.86923076923077,0.8151999999999999,0.17705494505494507,0.0,0.5151515151515151,0.0,47.24,0.0,0.0
mexico,6219.826086956522,17.41851851851852,45.56521739130435,1.601304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.75,0.0,3.9693877551020402,0.49273809523809514,0.0,4.2272727272727275,0.0,292.48,0.0,0.0
mezcal,333.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,600.0,0.0,0.0
miami,1027.1304347826087,28.278260869565216,86.46511627906976,1.4976190476190478,19.157894736842106,0.0,0.0,0.3333333333333333,0.7396666666666666,4.2575,0.3686666666666667,157.0,1.5066666666666666,2.0,667.0,3.0,0.0,0.0,0.0,233.30434782608697,0.0,5.884399999999999,1.999999999999999,0.0,27.181818181818183,0.0,1229.591836734694,0.0,0.0
michigan,316.57142857142856,3.2642857142857147,31.964285714285715,0.7360714285714284,0.0,0.0,0.0,1.0,0.256,4.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.77777777777777,0.0,1.3339999999999999,0.58265625,0.0,3.3448275862068964,0.0,82.02,0.0,0.0
microwave,106.74647887323944,2.7347826086956517,45.04081632653061,2.2685714285714282,1.8508474576271186,0.6864788732394367,6.227118644067796,0.18716326530612248,0.14881632653061225,2.5868367346938776,0.23626530612244895,24.44927536231884,0.14864864864864866,0.4523125,186.87755102040816,1.5475510204081628,10.56363636363636,0.2262040816326531,0.34430303030303033,288.6938775510204,23.425714285714278,8.182000000000002,3.1352124352331616,0.0,14.931818181818182,0.0,495.28,0.0,0.0
midori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minneapolis,0.0,0.0,36.0,1.9600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,12.7,0.0,0.0,36.0,0.0,18.0,0.0,0.0
minnesota,177.27272727272728,1.95,36.24390243902439,2.3662790697674416,0.0,0.0,0.0,0.0,0.25525000000000003,6.888000000000001,0.48860000000000003,24.0,0.0,0.0,430.8,5.0,0.0,0.0,0.0,299.7692307692308,0.0,9.983469387755104,2.1105617977528093,0.0,17.4,0.0,728.9591836734694,0.0,0.0
mint,637.96875,1.9142857142857144,97.525,3.8537500000000007,0.0,0.2739285714285714,3.385714285714286,0.11023529411764706,0.22394117647058823,1.1021176470588239,0.18676470588235294,57.490196078431374,0.08580645161290323,0.6626666666666666,88.66666666666667,0.7229411764705883,3.8857142857142857,0.26188235294117646,4.6000000000000005,263.56666666666666,11.84285714285714,2.7069387755102046,4.18208,0.0,4.0,0.0,79.36,0.0,0.0
mississippi,201.97435897435898,0.6649999999999999,43.354166666666664,1.192291666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.1,0.0,10.770200000000003,1.8712999999999993,0.0,35.12244897959184,0.0,585.34,0.0,0.0
missouri,0.0,0.0,84.5,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,6.12,8.973333333333334,0.0,17.0,0.0,158.25,0.0,0.0
mixer,150.0,18.52631578947369,5.333333333333333,0.33999999999999997,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.001,0.0,0.5,0.4,0.2532,0.6779999999999999,0.0,0.0,0.0,87.1875,0.0,0.0
molasses,40.7,0.07692307692307693,156.11904761904762,4.514666666666667,0.0,0.06916666666666667,1.9666666666666668,0.2786666666666667,0.19866666666666666,2.732222222222222,0.48525000000000007,57.541666666666664,0.0016666666666666668,0.6075,65.0,0.5314285714285714,16.233333333333334,0.35600000000000004,1.395,919.16,10.35,3.047142857142857,2.1028761904761906,0.0,11.621621621621621,0.0,697.08,0.0,0.0
monterey jack,674.72,2.745,654.96,0.6824489795918368,21.759999999999998,0.16571428571428573,1.6714285714285713,0.2092857142857143,0.5162857142857143,3.5055714285714283,0.34242857142857147,59.76190476190476,1.5635714285714286,0.2575,371.0,3.0657142857142854,16.54285714285714,0.05857142857142857,0.025500000000000002,53.36842105263158,24.214285714285715,23.871399999999998,8.11494545454545,0.0,92.4,0.0,613.12,0.0,0.0
mortar and pestle,0.0,1.3333333333333333,26.0,2.6812500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,0.0,3.329999999999999,3.334166666666667,0.0,0.0,0.0,220.22222222222223,0.0,0.0
mother's day,459.07894736842104,0.07666666666666666,24.65,1.7743589743589747,1.8636363636363635,3.1400000000000006,0.0,0.214,0.14153333333333334,2.0580666666666665,0.06966666666666667,24.517241379310345,0.11666666666666667,0.3878,214.46153846153845,1.4824999999999997,11.700000000000001,0.1486,1.6246000000000003,187.08333333333334,0.0,5.105399999999999,4.15591304347826,0.0,10.75609756097561,0.0,375.98,0.0,0.0
mozzarella,332.8333333333333,0.2549999999999999,506.12,0.7134,2.262745098039217,0.35265625,6.078431372549019,0.13937142857142856,0.2960857142857144,1.3353142857142855,0.1089142857142857,32.70652173913044,0.4419999999999999,0.3635384615384616,363.85714285714283,2.406,20.43142857142857,0.06742857142857143,0.15376923076923077,128.05128205128204,14.502777777777778,19.193999999999996,4.544798742138366,0.0,47.78,0.0,566.84,0.0,0.0
